Name,avg_returns,avg_volatility,avg_annual_returns,avg_annual_volatility,sharpe_ratio
Ingersoll Rand,0.306818893229357,0.3458979611457145,0.18672562755955135,0.20413818361178906,0.7821621080595427
Insulet,0.4597464761638685,0.5249950047397892,0.268144133708025,0.30832063394377984,0.8066283632691605
Intel,0.09661035241775133,0.2646785119171591,0.05592936607884803,0.17608868461681823,0.22797369236573978
Intercontinental Exchange,0.22233104974348367,0.1813869376168099,0.14030832580766214,0.11455645716077574,1.0257653468433305
International Flavors & Fragrances,0.09110889410040181,0.2497137870113089,0.053224604429970575,0.16575826791904524,0.21960453201485108
International Paper,0.0870685494572103,0.3030990732786598,0.04815940192526566,0.1955635414228525,0.16759515013225115
Interpublic Group of Companies (The),0.19571439605467653,0.33150085437709054,0.11787857221044232,0.19975145368103175,0.4809754761813618
Intuit,0.3643173281078279,0.29100478330169954,0.2239306352785383,0.1741026298604761,1.1272897634868013
Intuitive Surgical,0.3448364678696122,0.3954514073486672,0.2065871577078292,0.23870374986764029,0.7802876595440318
Invesco,0.04905008722806612,0.4625049354746226,0.01311135347698524,0.28552063257541327,0.0276309969510373
Invitation Homes,0.13293620440850637,0.24546768333363894,0.08128486158422736,0.1547739533370558,0.39380169450245583
IQVIA,0.29375738851759997,0.276254735722764,0.18134211156584384,0.1682954981863271,0.9320628407611236
Iron Mountain,0.14701794875148103,0.2777254498615407,0.08908622391132764,0.1720869508287455,0.3987655219950736
J.B. Hunt,0.22672542429273296,0.24324892401760673,0.14105786910703155,0.14994245928036384,0.7829625980701992
Jabil,0.2877875125483493,0.38837099221326826,0.17298953826475652,0.22738922772565712,0.6476201951872484
Jack Henry & Associates,0.25123556279178744,0.20044773728111476,0.15774558514339526,0.12534892546173793,1.0724239192791991
Jacobs Solutions,0.17166638979376814,0.27493236766267654,0.10428721465952794,0.17646168688219965,0.49246938866711576
Johnson & Johnson,0.12558115891635305,0.1406880611740029,0.0802153052424269,0.08950970604916751,0.6348125306792501
Johnson Controls,0.17096196286764329,0.3370769217372281,0.1019496269162128,0.2025474073597912,0.3995863834502329
JPMorgan Chase,0.19362810949299253,0.2727641473304259,0.11881439668008606,0.1701317261274951,0.576899479887446
Juniper Networks,0.02944661222840197,0.23794372655063797,0.013056933737471504,0.16071060933132175,-0.028679060535234994
Kellanova,0.030120773058757468,0.13257515366246117,0.018097982043459155,0.08757470694890508,-0.04638758875608973
Kenvue,,,,,
Keurig Dr Pepper,0.0851228633091928,0.3545281928232188,0.038934990971632076,0.2565057869622421,0.13779510214417637
KeyCorp,0.12151260935875156,0.38021503274793356,0.06592611415051161,0.2411540061429278,0.22419417237807182
Keysight,0.39920426714678786,0.37542544497296254,0.24067963390931857,0.22580650264488725,0.9667263027597891
Kimberly-Clark,0.10331185584569626,0.1609762857258036,0.06521004849145955,0.10386724350596419,0.4164665669685208
Kimco Realty,0.06913711574672603,0.33737407097221234,0.035095355221470906,0.2110110947759046,0.0974185742427904
Kinder Morgan,-0.032952571436367664,0.2482736206325113,-0.02989277686548915,0.17233804031916722,-0.27881812826565777
KLA Corporation,0.40340311616445873,0.3784862578590888,0.24389087237846163,0.22033460576621866,0.9700021963149208
Kraft Heinz,-0.08790741856926601,0.30638737598150956,-0.07234698757416368,0.21664418580177525,-0.4052974863523334
Kroger,0.23677211297176076,0.35454478570391307,0.14156991601352248,0.22040141467780197,0.5655181130574465
L3Harris,0.21282051076370412,0.2577194299146091,0.13147673434366935,0.16180052084181917,0.6850468979233493
LabCorp,0.15358335199608408,0.22433559426494445,0.09564281238282889,0.13839661134441547,0.5229341229346266
Lam Research,0.4664917319273031,0.5415398508511429,0.27162434468750196,0.3139307430828062,0.7944403657182268
Lamb Weston,0.25183283738748385,0.3463860318844655,0.15195317219603305,0.21131050512968463,0.6223178846116287
Las Vegas Sands,0.12103715624404386,0.39577958464020513,0.06537039394821616,0.24524847014851486,0.2141761343121733
Leidos,0.1387509440441555,0.25337350905099293,0.08437027634601561,0.16262049962630618,0.4044634723727318
Lennar,0.3212454350963108,0.4350010473576864,0.19105456871255524,0.2529315077806932,0.6551129521668914
Linde plc,0.19942378392133459,0.19087926888383266,0.1257019344291709,0.11968155452067451,0.8547453587246343
Live Nation Entertainment,0.3545363706080197,0.5078359091938075,0.20598632217171045,0.2992742346179305,0.6267098290610077
LKQ Corporation,0.24945271151119514,0.3633465718907202,0.14987360375344003,0.2185240790741088,0.586718337910133
Lockheed Martin,0.2517491793537768,0.23291508359354077,0.1571847430905965,0.1417797161387597,0.9251378711207923
Loews Corporation,0.08036482147580996,0.21340347939900875,0.048610548353333775,0.13503735707326195,0.20662365409346584
Lowe's,0.32656129949375995,0.3034888925203658,0.20054673813385615,0.18117492413123867,0.956511727058191
Lululemon Athletica,0.5137490422224007,0.7160857450169271,0.2887034580272819,0.3977090295113643,0.6667894603110508
LyondellBasell,0.21303260339339428,0.3995301799897452,0.12437226743532054,0.24417503256324552,0.44242462141859756
M&T Bank,0.08916403437688002,0.2644799658247189,0.05168094946360545,0.17078863367644234,0.19999026937944864
Marathon Oil,0.24631395829918043,0.9340780751853739,0.10579562143619296,0.5033333026012071,0.224867009635537
Marathon Petroleum,0.406735942240173,0.5710877920183033,0.23189567133025468,0.3408382327443131,0.6487011850923483
MarketAxess,0.470358831673546,0.48763624604231115,0.2750262580526418,0.2989716941836448,0.8901885789469266
Marriott International,0.27638082685944515,0.34627263000365066,0.16731826092423815,0.21003384475815845,0.6934137765690191
Marsh McLennan,0.2669604817512167,0.13578288808585068,0.16941459211392282,0.08280181981482314,1.6989612626241433
Martin Marietta Materials,0.24172730008113824,0.28939948043793484,0.14856942216441973,0.1764940673031549,0.7099414449677071
Masco,0.2535308971400856,0.336066466565726,0.1535729042268286,0.2047164875620905,0.6464800983988325
Mastercard,0.41792255539283485,0.2806492507498421,0.2565447157399829,0.16728748482510208,1.3598893979121818
Match Group,0.4164093337096064,0.6973015207211591,0.22301435602486958,0.4282159937694262,0.5451568763973645
McCormick & Company,0.17916690113059439,0.20239497734928688,0.11239092483356274,0.1287482455823163,0.706026840368975
McDonald's,0.17742113308797824,0.13422895771732696,0.1134279789767502,0.08462062157965486,1.051565330776838
McKesson,0.29720639859185444,0.39176729951019706,0.17715226870425793,0.24044865551048256,0.6660478915722663
Medtronic,0.11563295735670565,0.22376146886043105,0.07060614497911215,0.14647734343734245,0.35467385423752285
Merck & Co.,0.16397251590782744,0.1791904360787631,0.10359859643420637,0.11369351078953652,0.7126602509386661
Meta Platforms,0.5260449375559703,0.6884617655823448,0.2971919589977527,0.3866436731882326,0.7114038095863766
MetLife,0.10190396019829216,0.2909345874514297,0.059142824968845174,0.18234947149056013,0.22559485280560615
Mettler Toledo,0.33382006210305093,0.2819049973087577,0.20583801688204975,0.16889613537307407,1.0554954689612381
MGM Resorts,0.23895513668604468,0.5341622987300785,0.1338807392316034,0.30653579629716077,0.37944370540897643
Microchip Technology,0.24112081173799058,0.2936748250541533,0.14809017299141333,0.17817555154327427,0.6975408836426116
Micron Technology,0.5637856791426539,1.0445525038987573,0.2880423736443712,0.5659962196367394,0.505015365343144
Microsoft,0.3666561913585064,0.27006878190295147,0.22610193801052994,0.16281440047229145,1.2233386408618767
Mid-America Apartment Communities,0.13544728089198693,0.2435500852718528,0.08299143870339926,0.1533927693280625,0.4072126109714063
Moderna,2.9186574624807826,4.697178904902205,1.1548538150878984,1.7908480155451303,0.6136421256398082
Mohawk Industries,0.17870769310511903,0.4850517619586656,0.09443668342321168,0.30645320655143743,0.29365335724959163
Molina Healthcare,0.44879311135124755,0.42164668832171903,0.26874070616378404,0.24432800165640672,0.9783605753601062
Molson Coors Beverage Company,0.07238098183277766,0.28472881835027103,0.039206729571383755,0.18734253120687946,0.12682371695241565
Mondelez International,0.11204219204330287,0.15443781074129637,0.0709820094346239,0.1006431210893787,0.49062840837664495
Monolithic Power Systems,0.5536979567930931,0.45767692621064443,0.32836974905641675,0.2634822976245735,1.1305515143859832
Monster Beverage,0.4148140855256391,0.4576020887553699,0.2472470256620423,0.259326456724829,0.8272328297038828
Moody's Corporation,0.373731535684626,0.3072017525370751,0.22872195289957728,0.1856238976905863,1.098499335148721
Morgan Stanley,0.23627331228236026,0.48317209024434893,0.13322012918662132,0.2934257829164764,0.41393677647044586
Mosaic Company (The),0.06843131870653191,0.6437359325795569,0.014453049369195307,0.36891232513927635,0.04995946678249186
Motorola Solutions,0.3027283176555154,0.21091388831084026,0.1893912078994191,0.12778514462574564,1.2633483030604828
MSCI,0.42445268318920926,0.37418762416510326,0.2561384888138332,0.22243340584215468,1.0373995379702994
"Nasdaq, Inc.",0.2916336759522761,0.23887757802651524,0.1814591833229162,0.14669044837156103,1.0690122668516164
NetApp,0.15279252080597602,0.4676513536814749,0.0805951076325066,0.2887035008514623,0.24916405164351113
Netflix,0.7755708457062015,1.230964304186496,0.3995118388272136,0.6272555656766322,0.6005862464295044
Newmont,0.048443988765545024,0.433642837930311,0.013505229977139386,0.27711385783009224,0.028072351102393252
News Corp (Class A),0.09099067722257499,0.39469538509751323,0.04645491629767753,0.24106791864434468,0.13863871867396868
News Corp (Class B),0.08944546978485067,0.3689755290369793,0.04712953785484469,0.22543355389162165,0.14411485541469143
NextEra Energy,0.2295452264485169,0.19227490873244468,0.14431644782098205,0.12327382312574982,1.005199341695365
"Nike, Inc.",0.2604070229243137,0.2923413410048742,0.15944468802635903,0.18395611952808516,0.7666941917545955
NiSource,0.1948435461291939,0.20752318671730635,0.12207212116368064,0.13229842532421632,0.7641215127400636
Nordson Corporation,0.25924472931008075,0.26229419240369745,0.16072459902350486,0.1591120370763964,0.8500916947515703
Norfolk Southern Railway,0.20020988989200927,0.27508494180212445,0.12257166843464698,0.17432755444028045,0.5959587393329869
Northern Trust,0.08563862264503652,0.2507249161684544,0.0499160852276798,0.163597688187327,0.19690108439697535
Northrop Grumman,0.3036304166832618,0.26966959874533397,0.18774046509475176,0.16371415678617393,0.9914347155224545
Norwegian Cruise Line Holdings,0.015475766500499907,0.4590406158720844,-0.013534565768013733,0.30621430637625713,-0.045300671763262614
NRG Energy,0.18673480709942591,0.5192923887856841,0.09828109287880103,0.31817677668527766,0.2897485031219984
Nucor,0.2484018503197877,0.517452474901976,0.1413881917699339,0.29504771864534174,0.40995307944723974
Nvidia,1.092750973808729,1.3974207834187204,0.5656969756422578,0.6825636653515946,0.7560216447174739
"NVR, Inc.",0.3143999493599978,0.27031724721533507,0.19446487658826528,0.16222898135489222,1.0288997001079716
NXP Semiconductors,0.42240546698667997,0.5265051062884869,0.2463967403321963,0.30549816048787914,0.7333924165380814
O'Reilly Auto Parts,0.4315877818134526,0.26872566271463066,0.26484097634563114,0.16345983234856604,1.471080815482542
Occidental Petroleum,0.1559217808964675,0.8371779894970947,0.05679697840975136,0.455930100651473,0.14292201614404199
Old Dominion,0.5356316627840888,0.3640896082218062,0.3225023754302887,0.21208202005519933,1.3715333718444034
Omnicom Group,0.1073177790119949,0.21047061260502645,0.0659876985368005,0.1359088570386124,0.33756334609619043
ON Semiconductor,0.4013197368842918,0.5970916198837719,0.23049486768268568,0.3341992762866425,0.6113787398142081
ONEOK,0.2344411175129109,0.47098280301989737,0.13101284669515212,0.29713087253544457,0.4207595298090147
Oracle Corporation,0.18427293060986052,0.2117265730371427,0.11561390981471299,0.13026090259457496,0.6990256996119694
Otis Worldwide,0.17860494192695242,0.23047071324553098,0.11141279591829935,0.14095942741357337,0.6175809722478276
Paccar,0.15085331282971,0.25271047704032895,0.09245474986198003,0.15900701366251027,0.4534149094471344
Packaging Corporation of America,0.2809908777176697,0.3748888005886413,0.16892810491301413,0.22441890730743982,0.6527809381536305
Palo Alto Networks,0.5610613157132041,0.6218736575639419,0.324212879259662,0.3425293321903166,0.8438863659265343
Paramount Global,0.10649808332262767,0.5164046575923629,0.04386501525081912,0.3304371999316491,0.13599309673913978
Parker Hannifin,0.2553147193943941,0.3209104322942047,0.15559138767397754,0.19469012140871444,0.6825708440274433
Paychex,0.1872737429032356,0.181815361600993,0.118446805831575,0.11251476129153518,0.8305300872678504
Paycom,0.672759850272491,0.6811346551167275,0.38018280571366464,0.3961431758559115,0.9344543413332673
PayPal,0.36913790570332905,0.7130679271309855,0.18833511195176983,0.4537736708776173,0.4668100727464868
Pentair,0.1724224533738012,0.3656430070924706,0.10062581298457955,0.22476413673278203,0.3723627581184438
PepsiCo,0.12739431742576662,0.10016277618959628,0.08226953852798824,0.06419396046968687,0.9097561601842298
Pfizer,0.11656911829607054,0.23115871502920227,0.07082965989962627,0.151661262986603,0.3473738964148477
PG&E Corporation,-0.013141855359278745,0.36272852648784354,-0.02730478696759183,0.2617635129826711,-0.13622438412508445
Philip Morris International,0.0867901823332489,0.21947113420591846,0.05232102920799666,0.14146948146940738,0.23018775453049722
Phillips 66,0.1734451266885067,0.33172203874809536,0.10282501381490348,0.20749007366815644,0.4135224552461762
Pinnacle West,0.08765926524251065,0.14938968216186815,0.05535148202362994,0.09758512414371338,0.34399062728242774
PNC Financial Services,0.14313831655639422,0.3034712167148174,0.08507678304941942,0.18991509628572528,0.35215103081981725
Pool Corporation,0.4244057833726938,0.3534907077654864,0.25698176073229445,0.21171513339378986,1.0980067087479544
PPG Industries,0.19628588122632004,0.28832716888897,0.11990409733712422,0.17823134677175986,0.5549781072549987
PPL Corporation,0.017073288190005684,0.12839861286036774,0.009519187133026673,0.08578675337192998,-0.14951350445661235
Principal Financial Group,0.17515708315814038,0.3447393882002465,0.10340826810228279,0.21366445826811728,0.40287380306928894
Procter & Gamble,0.11807834058231899,0.157215395204469,0.07499909103158686,0.09896768156667832,0.5203544201876382
Progressive Corporation,0.28282891679805827,0.21239568647126744,0.1771711162557967,0.1282622501604646,1.1608442060582298
Prologis,0.20056059157063458,0.21210320499878466,0.12564958791966488,0.13322981553825933,0.7745756449340256
Prudential Financial,0.10535803715007222,0.3224830520355933,0.059578155088364504,0.20241563707480612,0.21423582401570593
Public Service Enterprise Group,0.08728132144569749,0.12236593499960917,0.0558873901631769,0.07924252989303082,0.4168701581835933
PTC,0.31517476590631277,0.3695185088575041,0.18976877758710198,0.2250058533744875,0.7547772153620005
Public Storage,0.15547028239739066,0.2436619200718359,0.0957962852753892,0.1534274836210739,0.4892010519991033
PulteGroup,0.40982988725387964,0.6992773890390811,0.23057395383386256,0.3750988953874435,0.5342075667584256
Qorvo,0.2180346217369851,0.5125009660728207,0.11864741892329952,0.3150478308431096,0.35466080847354214
Quanta Services,0.3845952192177956,0.541616138187908,0.223851939984928,0.30589283293248465,0.6431208006782488
Qualcomm,0.1783448877956775,0.3554024472406712,0.10497039054963114,0.21882649827923845,0.39975603469421417
Quest Diagnostics,0.12868125276543407,0.18432488809529046,0.08094417739419292,0.11635244605012376,0.5013465026574894
Ralph Lauren Corporation,0.0924065539629705,0.37443458782713995,0.04724156408620977,0.23883370813066918,0.1499218849481899
Raymond James,0.25471846738462006,0.3281683559379773,0.1551668106621232,0.19625787285101848,0.6656578815898352
RTX Corporation,0.09999142580493763,0.21206144894574608,0.061224237182548095,0.13644435309663844,0.3004827674034844
Realty Income,0.0912140054165758,0.19573009473089098,0.056118875574734134,0.12677284947590145,0.2807099783300584
Regency Centers,0.07975493086704588,0.24660968868147112,0.04657129652284921,0.1580497683392249,0.17632849841955917
Regeneron,0.6554041619207762,0.92835781522105,0.3597215143666009,0.4795631862454406,0.6669126246405628
Regions Financial Corporation,0.19794487411531672,0.44078427418768223,0.11203415118404579,0.2689226549741647,0.3667877209257018
Republic Services,0.2188687307965302,0.16150880768512896,0.13882171278267325,0.10076436962097893,1.1305768313663054
ResMed,0.27257941991377027,0.2986756489015012,0.1669075552312007,0.18558402026655005,0.7911887226721127
Revvity,0.2439815348860497,0.3165590588575502,0.1482112968900452,0.19683258580454335,0.6561521912200002
Robert Half,0.187035853146378,0.39845611849688584,0.10783634512889799,0.24458373404499503,0.3783735055920071
Rockwell Automation,0.22189913755063956,0.28883851710601705,0.13594455656405022,0.1788430518609275,0.6426723300077677
"Rollins, Inc.",0.29700304220353113,0.2122530699551365,0.18573700094853335,0.13005719536633983,1.2284035632206143
Roper Technologies,0.2710374771853641,0.17947855800073395,0.17074541095348905,0.11094623901932707,1.3080496357580327
Ross Stores,0.3084159024112351,0.295986306000083,0.18947933878912904,0.17994498906766954,0.9194522926511054
Royal Caribbean Group,0.24728043641182637,0.5928996083343746,0.13172519594828175,0.3539507836397732,0.3558946888807812
S&P Global,0.34904675243355027,0.2527398584907627,0.21599112309807872,0.15417444616603088,1.2375417931115709
Salesforce,0.3162130788647992,0.31658238041030407,0.19278997498176945,0.1967563751467726,0.8842641960549253
SBA Communications,0.28806510066199326,0.33356330968644493,0.17449010010604368,0.20832516944661372,0.7548626560054136
Schlumberger,0.051196953926865116,0.43730609612825594,0.014763899967113725,0.2804104454247452,0.03413247446786176
Seagate Technology,0.3196844363562924,0.5811877445559912,0.17762744502084254,0.3485497035278505,0.487645901423273
Sempra Energy,0.1451921466314702,0.18107074656654681,0.09159462302433939,0.11467882956151844,0.6015412977010752
ServiceNow,0.5591493058409789,0.4751728222081744,0.329715576281597,0.27955785095268987,1.1003968801182347
Sherwin-Williams,0.35122137304969103,0.30592160702001236,0.21527135301279055,0.18399364468577872,1.029514591504355
Simon Property Group,0.1107354353280153,0.40393786165289086,0.05735545762494137,0.25449837724343466,0.1843472168149387
Skyworks Solutions,0.3519668835503552,0.7288215064459973,0.1899816221559499,0.4059482817075245,0.43315992460716424
J.M. Smucker Company (The),0.10518940681336122,0.16700270032181833,0.06617038846367751,0.1086212870001293,0.41268070464984036
Snap-on,0.24138329753045337,0.2589734119669338,0.14951005157282415,0.15999969716965634,0.7920221663161137
Solventum,,,,,
Southern Company,0.08693784806201746,0.13480949488102556,0.055369843415410416,0.08687729334815282,0.37584321000984444
Southwest Airlines,0.24453418819727082,0.6360424648016583,0.12810425797041816,0.36997036755394946,0.32743658632303435
Stanley Black & Decker,0.08726155346915944,0.28541196096403393,0.04788876429168789,0.1955509951774835,0.17865732932425324
Starbucks,0.2828153031894815,0.28561066712873395,0.1741224507800385,0.17486114806253794,0.86321946901314
State Street Corporation,0.11187834155054127,0.31989457857866316,0.06349633594468114,0.20443994746855298,0.23635201046654175
Steel Dynamics,0.3491248481367092,0.5135903404511104,0.20162357516502696,0.3062826119889339,0.6091513191151289
Steris,0.26222762089528495,0.23619823669713785,0.16323748698337642,0.14757799744822148,0.9566413758578913
Stryker Corporation,0.23083057880817925,0.19588756298889468,0.14518310555128125,0.12297308644357456,0.9932226481018716
Supermicro,0.9126547487261889,2.3456017709555526,0.4174890636307882,0.9326106516966385,0.3736286972545386
Synchrony Financial,0.07944287781914158,0.41102751545752964,0.0391794290902746,0.2411625085829306,0.10503497072442426
Synopsys,0.42951571731242727,0.29410870858175414,0.2635028492439615,0.16847154945384551,1.3370739834349
Sysco,0.13030668394389425,0.1812920618678583,0.08198374915539537,0.11587411406956867,0.5186993198097606
T-Mobile US,0.29989865352508793,0.3362776930256129,0.18215644630141115,0.2051592073367912,0.7839593414210836
T. Rowe Price,0.12436170747580019,0.30409615378406263,0.07241888438145734,0.1949664483120192,0.28968170630736156
Take-Two Interactive,0.42860467095552623,0.5404832017829836,0.24884904202241528,0.3148458626638001,0.7258950044980865
"Tapestry, Inc.",0.07872713967399604,0.5168476607111223,0.028971326127869474,0.313643686876813,0.08214514282497415
Targa Resources,0.3860605845610349,0.9824770089930577,0.18708572709834909,0.531434617383403,0.3560286567452689
Target Corporation,0.19104081455847335,0.41140554320170114,0.1095365820125201,0.2522690743841844,0.37619862529773096
TE Connectivity,0.21781751214051637,0.2954943301807966,0.13334992248622207,0.18018158610361282,0.6143836914343187
Teledyne Technologies,0.3310438189854341,0.27264857561205036,0.2042876112438072,0.16607835300583274,1.08114705370307
Teleflex,0.21862885607221302,0.29290575990506107,0.13266353688413896,0.1905863615815326,0.6225833229267779
Teradyne,0.3495690409768708,0.4694069822477953,0.20593045810502406,0.2747166396244852,0.6674345249627253
"Tesla, Inc.",1.7700701169187067,3.2428515993036857,0.7758490670071242,1.2783416084694077,0.5346527428282152
Texas Instruments,0.2536796247142923,0.24092994940219614,0.15783493504406043,0.1495609795859798,0.9023743643644472
Textron,0.2119243822987194,0.3883666521388198,0.1245799723359363,0.2356906538370184,0.4522884922411044
Thermo Fisher Scientific,0.3457308693765914,0.30318513697790733,0.21218813054593114,0.18124600944678024,1.02069731285348
TJX Companies,0.28756444267368714,0.23217586254682276,0.17934278658012573,0.1410064264442371,1.0823426050883378
Tractor Supply,0.38875499212797165,0.4238996118692559,0.23199058498982408,0.25145947715080896,0.8315279549502439
Trane Technologies,0.3237400588563706,0.33531446556458916,0.19720324980411072,0.2013690867393836,0.8573129811331397
TransDigm Group,0.3861563547660323,0.2937855129985182,0.2371799237370197,0.17343938789859556,1.190956410439714
Travelers Companies (The),0.1666236769707468,0.174400711123251,0.10551422171422847,0.10943260179857459,0.7474342355891981
Trimble Inc.,0.21387976280772766,0.43953674407345794,0.12205186616090306,0.26885106065713166,0.4040825947691815
Truist,0.0673743229208945,0.269162836675448,0.03680430205566521,0.17720126932899538,0.11555721636368288
Tyler Technologies,0.4785228150890769,0.44314289849767396,0.28479212066528453,0.2591104775922589,0.9979900429912252
Tyson Foods,0.20424111231618292,0.3882007903632098,0.11951821982153411,0.23740563561715702,0.4326897361360306
U.S. Bank,0.08276269072047834,0.24555088033522007,0.0482124508862562,0.16105125271949802,0.18933785083922883
Uber,0.3019973913479429,0.6768791123244636,0.15742246666367746,0.4059317199239276,0.3925764168867409
"UDR, Inc.",0.0958801180290754,0.22420415009389896,0.05800490377658807,0.14465055825784015,0.2658715426899244
Ulta Beauty,0.4693974007498267,0.5825016010142815,0.27255706768509474,0.32429194346810936,0.743563254125855
Union Pacific Corporation,0.23986334244723406,0.2424423609410345,0.1488762971633562,0.15403583390410888,0.8397572391675548
United Airlines Holdings,0.17793663015013234,0.4416328497224026,0.09716353551418065,0.2816009532585034,0.3207778032658855
United Parcel Service,0.13798640492460815,0.26584877302502546,0.08406547566742782,0.16266315939531065,0.38260770964290325
United Rentals,0.6388784908565273,0.7194712935263289,0.3600509226111424,0.40521233581766214,0.8375704236048827
UnitedHealth Group,0.3757034317996021,0.215686392955905,0.23343794719736005,0.13099297514854968,1.573733105652468
Universal Health Services,0.2062524572400687,0.3528770200061499,0.12300295873479376,0.21563979592672694,0.481702782660597
Valero Energy,0.3277383382797071,0.4415571117288347,0.19310879133644362,0.2670763094772806,0.6600906559343871
Ventas,0.0021906950467801252,0.25441747280220506,-0.005230495772295461,0.16459185954574257,-0.13395274838627994
Veralto,,,,,
Verisign,0.27201908465926833,0.25268767104134326,0.16896166116420666,0.15385558226313126,0.9329638795656534
Verisk,0.2719911927436262,0.19775486524578834,0.17081822923457274,0.12153159423491783,1.1919837101581465
Verizon,0.03699015715003245,0.18360573296388366,0.020806262317617435,0.12248369018181123,0.003918953794579312
Vertex Pharmaceuticals,0.3543629625075624,0.4116510238940199,0.21141715405249528,0.24817205409818974,0.7727233245588344
Viatris,0.004402395815461781,0.422217154588062,-0.015278361739019605,0.27148121022145005,-0.07547826658478078
Vici Properties,0.1520767503686904,0.22212955798633385,0.09483758942107805,0.1361293683821846,0.521345005376043
Visa Inc.,0.3656278640501631,0.25063556788146685,0.2262679265058283,0.1506963131941852,1.3140882280514912
Vistra,0.2357970224957432,0.448172139199922,0.13743185435006072,0.2593383822673963,0.4452003823482002
Vulcan Materials Company,0.23399567265798793,0.2829988329806205,0.14369614251396104,0.17604307249900644,0.6986779973944304
W. R. Berkley Corporation,0.23011053679473867,0.14854069492144198,0.14622599141252637,0.09180377809228912,1.3049617287109554
W. W. Grainger,0.2710065598618971,0.2958098075144811,0.16618422393927842,0.1828419665281168,0.7935367223558965
Wabtec,0.24219072730406646,0.34113759719914755,0.1457144982544742,0.2123133118301141,0.603627727429083
Walgreens Boots Alliance,0.02591500383014435,0.35722371230802646,0.004285917866096106,0.2300245674914433,-0.028989147638254605
Walmart,0.14819697713009494,0.17165393287030475,0.09369917226878617,0.11045551375940713,0.6520465945195394
Walt Disney Company (The),0.16801701937476557,0.3192565224508497,0.09926675020986571,0.20640457505884174,0.41266628978244646
Warner Bros. Discovery,0.017867941209063626,0.3975434422506627,-0.0054094582613722665,0.26253694876044453,-0.04629097502622134
Waste Management,0.21331375883481113,0.16205594226328013,0.1352752070524362,0.10207225166690796,1.092481655384505
Waters Corporation,0.20034213966562112,0.23534320627800448,0.12481740678127047,0.1452433402409534,0.6971585349512099
WEC Energy Group,0.1526041148149914,0.1525489508236733,0.09712477689951017,0.09769753578530878,0.7625978377480329
Wells Fargo,0.1010694502726496,0.3273176622140696,0.0561710133273714,0.2078470565588499,0.19796926040655663
Welltower,0.0920050768711169,0.2504343697786362,0.05458722589504412,0.15829320089993335,0.2225511704094552
West Pharmaceutical Services,0.45723595629346386,0.4511478490907699,0.2725399714654622,0.2578067918629307,0.9330984119191478
Western Digital,0.15590141617117528,0.5536741371225862,0.07418791474564838,0.345134754662611,0.21606716547527904
WestRock,0.034746745278727946,0.3909843661765202,0.007112824901055724,0.2548000405662465,-0.0038975202571429226
Weyerhaeuser,0.0719556930136596,0.31110160065276066,0.03748638257956132,0.20273288822262311,0.1147055436958769
Williams Companies,0.14225709145738907,0.38585950398268704,0.07758384701739662,0.25304933284118414,0.2746763409928019
Willis Towers Watson,0.1291045379894421,0.13064244751159457,0.08268929431557272,0.08388378759504707,0.7105954074771597
Wynn Resorts,0.10991148491731792,0.4905348026838476,0.04853042377772906,0.31463264448537254,0.150123640052208
Xcel Energy,0.13369162756908512,0.13729621600039887,0.08542221781838126,0.08878004567727962,0.7095680830903234
Xylem Inc.,0.24171037787077432,0.2602366189145939,0.14962574222966984,0.1611318903717081,0.7894344921998458
Yum! Brands,0.19004149271549764,0.17635169170995996,0.12028177418130333,0.11032250801396662,0.871955785954538
Zebra Technologies,0.39595796202559275,0.5509707684792937,0.22611328765061214,0.33414012686734174,0.6528247374215882
Zimmer Biomet,0.11853834579882734,0.20903558167194322,0.07334920945110822,0.13420471996357644,0.39355850508651563
Zoetis,0.3265844857570333,0.2637319533497272,0.20169213947656847,0.1634474823800471,1.1007914183456164
