Stock,avg_returns,avg_volatility,Avg_Annual_Returns,Avg_Annual_Volatility,Sharpe_Ratio
Insulet Corporation,0.12342827088615026,0.25124589219173143,0.32519771611560416,0.5774141956259975,0.46965565517257035
Intel,0.035909525956423674,0.1808790885326816,0.10581653278489275,0.3772606992865714,0.1685120675046457
Intercontinental Exchange,0.07315864801992268,0.11399990122500528,0.164661783886277,0.2401588488539802,0.5941183326713352
International Flavors & Fragrances,0.034541717886431095,0.14382962667241148,0.0909576738601772,0.2958053097637446,0.2024096271438743
International Paper,0.03355904328166062,0.1755044193902162,0.09903738132838501,0.37455211199777944,0.16027987557219953
Interpublic Group of Companies (The),0.06832418787817697,0.19726471250848793,0.18021892606717702,0.44277583864982634,0.31883538773334874
Intuit,0.12120253528686442,0.15186995225198666,0.28015308107842196,0.33423282448151836,0.762318791773534
Intuitive Surgical,0.10667785581501606,0.1982839712286827,0.2640412845759069,0.43262839857734586,0.5106244262115339
Invesco,0.024218499161926917,0.28364009522145994,0.12945247258796175,0.7376154719373539,0.06624339329681514
Invitation Homes,0.044934864428553704,0.1462707727462862,0.1132717980208098,0.3141759006756131,0.2700857246283407
IQVIA,0.09028537897943184,0.14469187265108716,0.209650168607538,0.3200086330174085,0.5864611511707366
Iron Mountain,0.06101755621242111,0.18529403197484748,0.16008241757418604,0.41426289841089897,0.30000070072705437
J.B. Hunt,0.07089054420737413,0.14729892980761705,0.16849739290040708,0.3234244671214753,0.44441142589050486
Jabil,0.10091300228660124,0.22876698973365073,0.2643289653851966,0.5357539119580172,0.41738445576586747
Jack Henry & Associates,0.07792157029266783,0.11055838070068201,0.17413460851431425,0.23521986014436455,0.6556929746420842
Jacobs Solutions,0.05823695959349262,0.16960923130345468,0.14862461384267633,0.36707804036454256,0.3113494613956862
Johnson & Johnson,0.03521124927017227,0.08129116606063072,0.07826871438734523,0.17103215626966384,0.36636247127435473
Johnson Controls,0.05966649309874056,0.185089796171357,0.1571416153457541,0.40612222104468043,0.29303223322533556
JPMorgan Chase,0.07072625044902808,0.1737929989396485,0.17665016318993387,0.3769120202719988,0.3757172847467667
Juniper Networks,0.02801662238193052,0.18594645037358104,0.09138447446239448,0.38585860814741835,0.12147263664955688
Kellanova,0.009418749579259061,0.0985209513375707,0.02862984328476415,0.2004954910670681,0.04049425777633568
Kenvue,-0.1135942077470942,0.09242656682976556,-0.20579009373408896,0.1664058716706944,-1.2877620429820928
Keurig Dr Pepper,0.033129658358677205,0.1930115143163109,0.10459979420020966,0.3178929353442422,0.14351704185821554
KeyCorp,0.049023815102470635,0.2286934128452608,0.15273684244485497,0.4979632242289413,0.1906246348798078
Keysight,0.09868491376626827,0.18657267824083032,0.24190294510184437,0.4121329432281852,0.4998357630181361
Kimberly-Clark,0.03265258677228819,0.09053736576722586,0.07456606009541042,0.1877454110255927,0.3006865702593402
Kimco Realty,0.028753610533820317,0.19136027540451506,0.09494238434574216,0.4159729114284411,0.12188733374828922
Kinder Morgan,0.0013312666993111695,0.18054531154600426,0.035250897793988094,0.35326217636509866,-0.022697626678997385
KKR,0.10951461759082597,0.23709470962301457,0.28722005933991135,0.5399835416166301,0.43900347239674065
KLA Corporation,0.13542546122824803,0.19648652358565408,0.32778700752096857,0.46066271136130843,0.6616038702122657
Kraft Heinz,-0.0276608200924054,0.166259153256216,-0.0269272699686601,0.3216841800763919,-0.1990268579128223
Kroger,0.07165228587662899,0.16976526671331824,0.1772507124722183,0.36803758312977075,0.39008608992458926
L3Harris,0.06598217905726018,0.14629496401349953,0.15771416647495037,0.3132946365810799,0.4139100938036865
LabCorp,0.05070006747414394,0.1295417835133767,0.12074695700145957,0.2792832652774165,0.349469101527721
Lam Research,0.14722057385337742,0.23634949816697162,0.371960323597541,0.5538419570561673,0.5999223953239865
Lamb Weston,0.08298269679157938,0.20471319808864666,0.21473582327096735,0.4300993225765038,0.3788396680636627
Las Vegas Sands,0.060136271345126356,0.2636122323847678,0.19336065921463105,0.6514342816474024,0.2075285128872564
Leidos,0.053270315776519334,0.1708546290615324,0.13856140223634966,0.36991115259713453,0.28001055201064506
Lennar,0.10813664749671158,0.23815737374447227,0.2846697146936433,0.5956053811142579,0.4312586635569994
Lilly (Eli),0.12779490126374823,0.1580892755411704,0.2969064864224272,0.3799712799184659,0.7740290039627357
Linde plc,0.06765510968393729,0.10349964822193307,0.15059657923994504,0.2257802071775586,0.601218399999596
Live Nation Entertainment,0.10022992681668083,0.23258093314749972,0.2645844756232172,0.5259715481609158,0.4076031029471098
LKQ Corporation,0.0733048990777644,0.18553614124633863,0.18639732538558001,0.41065213015868496,0.36583536685835977
Lockheed Martin,0.07074426139056975,0.12443628303457785,0.16197328028889155,0.272372932642558,0.5248874606210684
Loews Corporation,0.035471951724306956,0.13128718973821996,0.08943361171182206,0.278083114610165,0.22883218846244638
Lowe's,0.09830920733276524,0.18449757101089914,0.24031283665884864,0.45503646249189933,0.5034212106123215
Lululemon Athletica,0.15290639531893496,0.3073236894858191,0.4236142810054014,0.7914226870190626,0.4798757257738648
LyondellBasell,0.08821486251476568,0.25335404573458015,0.24838128111691177,0.6329052905917537,0.3267587280688949
M&T Bank,0.034685069835467375,0.1659909582129416,0.09811839540156224,0.3544430380095914,0.17624967872352923
Marathon Oil,0.07300982773336841,0.3754155257983723,0.2922470271690385,1.0277475131422666,0.1800154929933262
Marathon Petroleum,0.12907946448430208,0.25751142424243717,0.3411115991562683,0.5855684542030212,0.4801738333304562
MarketAxess,0.12558793164219098,0.23699372469049929,0.32309832435494484,0.5363988942580946,0.5070122216091838
Marriott International,0.09590228181339198,0.18806036027501793,0.23635850283564333,0.40732665491871495,0.4810852478515901
Marsh McLennan,0.08490486385958827,0.09190239802496174,0.18546222444813723,0.2026758149809304,0.8647831698425991
Martin Marietta Materials,0.08621470141315006,0.1916498354580377,0.21658164377150624,0.4267493305784834,0.4215265013958889
Masco,0.08138339304773987,0.19173698949010942,0.20614271321760164,0.4278357714938848,0.39613731534171315
Mastercard,0.1192995972834307,0.12842524449196316,0.26931996493975136,0.2888993821630223,0.8866666437308676
Match Group,0.10391943185769263,0.3027322995005425,0.3102590243005297,0.7135551197398359,0.32533765059347586
McCormick & Company,0.055369052139312945,0.12458870477551517,0.1293217892831952,0.264236706200106,0.4008375835503648
McDonald's,0.05642709535506654,0.10114374232623077,0.12626536965923657,0.216900373725076,0.5042119008326927
McKesson Corporation,0.09146999430170624,0.16403898641032494,0.21820792326512828,0.3617540360235223,0.524514198759186
Medtronic,0.0324784705332093,0.13003741378935837,0.08291673623007126,0.2639044030089888,0.20801131740130951
Merck & Co.,0.052836622931853865,0.1058058015148665,0.11965665445968035,0.22493985040140385,0.4480605550326758
Meta Platforms,0.18315335841716798,0.33591462902992497,0.5126520616568832,0.9407372860385232,0.5290753253318711
MetLife,0.0396418726111527,0.17541989663962615,0.11161865597013187,0.3794281391110095,0.19503292663552194
Mettler Toledo,0.10694443386097602,0.17422279891685996,0.25567097430190483,0.3922611794958275,0.582674699939782
MGM Resorts,0.08039939401578017,0.27653386900009425,0.243712192646202,0.6771278688137077,0.27110667314436254
Microchip Technology,0.08039367970550088,0.1611786106386505,0.19322169664372263,0.3574228459440029,0.46510180618282865
Micron Technology,0.15376184815072244,0.37270258570801273,0.4700343136944124,0.9071221630102471,0.39799195674887367
Microsoft,0.10966872259652788,0.13688687498231883,0.25009738823962324,0.29899164626684055,0.761501099579974
Mid-America Apartment Communities,0.04330040915801985,0.13683061126434545,0.1071930620742256,0.28889399913932706,0.2767742687740405
Moderna,0.4073496370084514,0.8434783281777753,1.6915354594080887,3.2414910365418548,0.47650355296895686
Mohawk Industries,0.06037519853113662,0.2627019118718167,0.19338832806413908,0.6207852585906133,0.2091571445377277
Molina Healthcare,0.13964341678883083,0.24387261133549681,0.35824413894315044,0.6082819438860464,0.5503455237323309
Molson Coors Beverage Company,0.023583516212589733,0.15794831361808115,0.07266382510761658,0.3358487921570747,0.114938228951663
Mondelez International,0.03734296726086755,0.10580254104210182,0.08727144185070346,0.21083646456393965,0.30163500958585215
Monolithic Power Systems,0.15444894306972384,0.21664642886198077,0.37967475611769097,0.5182478782745435,0.6878476006878211
Monster Beverage,0.12069895777195831,0.1950646547971948,0.29400560660373104,0.4607647122566706,0.5909309460105755
Moody's Corporation,0.1158757806683269,0.16285944453398465,0.2716944514064696,0.3605573126445869,0.6781710707962892
Morgan Stanley,0.0678075115040517,0.22846284338363224,0.1923933829716453,0.5153942782163566,0.27303474736100136
Mosaic Company (The),0.01937076424742793,0.3021030625754093,0.13035719021880357,0.7430009233583249,0.046148315575325456
Motorola Solutions,0.10188165624490964,0.13174577570965537,0.23149522236887182,0.2919900881257513,0.7321103006600248
MSCI,0.11835019447276379,0.17282098223547956,0.2805657980221619,0.39036483137714106,0.6533985412690002
"Nasdaq, Inc.",0.09143072237203652,0.14211091335999143,0.21141081880093163,0.3110308042789572,0.6051717180562638
NetApp,0.06987773260698378,0.2488274731425231,0.20653595427965063,0.560285626925193,0.25900884260735707
Netflix,0.25179614454300103,0.4922815351644041,0.8092661231885027,1.5623178624829093,0.5004594122777687
Newmont,0.01972364043591634,0.26631082322010263,0.11073768910474041,0.6626519787863963,0.053675714278711546
News Corp (Class A),0.04276646344495921,0.22009374394475062,0.13578496975442375,0.5263004391050029,0.16964247141393626
News Corp (Class B),0.04159363111792154,0.20549149615269446,0.12712819649248405,0.47706951430804795,0.17598983420522285
NextEra Energy,0.06754179078438896,0.11163249543865365,0.15210376284583255,0.23312764546285367,0.5564022712284217
"Nike, Inc.",0.07487304949187758,0.16637405991530876,0.18302456775947445,0.35970722490989604,0.4173957932372492
NiSource,0.061254574927016386,0.10833359203896152,0.13799411903743242,0.22765861225087086,0.5153097676989561
Nordson Corporation,0.08822173583182547,0.16558622940646767,0.21163758713220726,0.38211252222629016,0.49999640277554386
Norfolk Southern Railway,0.06422004649086718,0.14805771138825669,0.15447919034399682,0.3220559495411031,0.3970804975991583
Northern Trust,0.02732022256319382,0.14681623688417067,0.07693574777713853,0.29928847909981937,0.14910480099717363
Northrop Grumman,0.08675760449141004,0.13984435823454142,0.2005930016512602,0.30556826283953553,0.5815635949759492
Norwegian Cruise Line Holdings,0.03090355648276522,0.2965865416125084,0.15069394068568664,0.6255584921452143,0.08589175882640657
NRG Energy,0.07263079606758611,0.26107330248660915,0.21867680722362404,0.5970624854441726,0.2574050224519121
Nucor,0.07124672290601605,0.22344569199428413,0.19748339071371865,0.563913484023039,0.2945570601033295
Nvidia,0.29548530936620954,0.4595400865343338,0.8893995220890668,1.3766428186439532,0.6311877920689576
"NVR, Inc.",0.1038464242704946,0.18132567159140692,0.251346623931106,0.4075222805139652,0.5427648861151825
NXP Semiconductors,0.1479304015083304,0.30804500325811063,0.41260789773374346,0.8816693103721381,0.46259859183465846
O'Reilly Auto Parts,0.1300901438964914,0.14544805580842002,0.2982528840970015,0.3254964643748735,0.8570821137772067
Occidental Petroleum,0.03857862064016648,0.3344667736251458,0.19048191912151682,0.9530163353964131,0.09911120169411232
Old Dominion,0.1544162506248766,0.1719067610814101,0.36222045203501946,0.3933944999405256,0.8666734973553192
Omnicom Group,0.04318260491668752,0.15649560319225744,0.11271389094745236,0.33913708012924676,0.24124248456284875
ON Semiconductor,0.11809416908324251,0.2840781004765664,0.33081210269033257,0.6893590896818991,0.3965985132779026
ONEOK,0.08836835223909636,0.2786516340795554,0.2621704319858677,0.6743369674803753,0.29764453287215065
Oracle Corporation,0.06973891916525107,0.1483141334597552,0.1663322129458782,0.32813978321333326,0.43360468005077724
Otis Worldwide,0.08516591196464314,0.14765494175582394,0.1993644455876917,0.3287039875970677,0.540020498041153
Paccar,0.0617218330229395,0.14870297089400272,0.14935956717534346,0.31557131314314024,0.3785574417584428
Packaging Corporation of America,0.08908665104477566,0.1696733570890638,0.2148906352830334,0.3722213687627502,0.49304991485161165
Palo Alto Networks,0.15545737847931648,0.2493180548726641,0.39721975236733864,0.5956933885659847,0.601754099904701
Paramount Global,0.03670947409910479,0.31744737025457964,0.17551085133554362,0.8760733894351763,0.09853682925328275
Parker Hannifin,0.09494966331400721,0.1858880790685328,0.2334593654351688,0.43025016818729417,0.4815825037472003
Paychex,0.05834598383238661,0.1210015237157861,0.13473344723377662,0.2565142566723328,0.4373231462543751
Paycom,0.1800638196430373,0.3270725777318457,0.4994835500673903,0.8350880258517128,0.533932266882942
PayPal,0.07962118879669006,0.2920342045854923,0.25082622098077695,0.6443483217789406,0.2540523365150704
Pentair,0.06185732484731363,0.1858505899642748,0.16207164636933352,0.40557205028976206,0.303620817554224
PepsiCo,0.03819058570144592,0.07200392899755136,0.08302279097705735,0.1499256079928154,0.45499418404146236
Pfizer,0.028293977477237955,0.13318111945737718,0.07512069567760461,0.27793146217739423,0.1716816977584414
PG&E Corporation,0.00035333849829448263,0.23163738052814667,0.05434749514199719,0.4951930479931554,-0.021913036097877942
Philip Morris International,0.031725579391110446,0.12081171460805473,0.07904901154220301,0.25398401834176865,0.21766401293945026
Phillips 66,0.08237132141926791,0.2143359923249017,0.21745208003591246,0.4779386698493992,0.3589789274552143
Pinnacle West,0.030486766226095762,0.10400483147604857,0.07271691949849315,0.21048531646360394,0.24092678283355187
PNC Financial Services,0.05046012101091716,0.18266575194899226,0.1368238011233697,0.4033207660646586,0.2465207831847208
Pool Corporation,0.1182019000958135,0.16769599194640164,0.27848947755295783,0.38679115694351335,0.6724828781383865
PPG Industries,0.06419033822661757,0.15446249743265938,0.15635298790999977,0.3328325424145705,0.38042322520914734
PPL Corporation,0.007790676247583456,0.10347646416959107,0.026346395950085796,0.20181014527312405,0.022821223039545795
Principal Financial Group,0.05876318075850946,0.18975019825406142,0.1569744224563138,0.40631664789154925,0.28107461530908967
Procter & Gamble,0.039152174055909844,0.09589877294068211,0.08903121318350828,0.2004175369654687,0.3516516034813441
Progressive Corporation,0.095584377972862,0.12270293157265821,0.21535687834380282,0.27540378616924427,0.7347433352890286
Prologis,0.0665331802132086,0.14898338184939422,0.15968279184762713,0.3201922041169317,0.41013945767154303
Prudential Financial,0.04129996707734245,0.1824274134743869,0.11757596559869025,0.391425369812426,0.19663026304406334
Public Service Enterprise Group,0.032038653696345835,0.09111414457497631,0.07340322094577062,0.186068541457263,0.2920450720472245
PTC,0.10598914532650053,0.2068631993117777,0.26599226404236304,0.4827698000063811,0.4861180184858019
Public Storage,0.049735518813808104,0.12472023959878423,0.11749539605776332,0.2645601421804498,0.3552454852308859
PulteGroup,0.12501082445018274,0.3080637911786265,0.3605258002079196,0.804593783615029,0.3881715771050139
Qorvo,0.0505066788740691,0.24538162594668206,0.16374996946418466,0.5512151284935318,0.18370349418272314
Quanta Services,0.1156524247174265,0.22759440321047325,0.29646488776170454,0.5694148410998755,0.48429665397382093
Qualcomm,0.07582942877680741,0.21927982949358588,0.20547899743375597,0.5211701368408549,0.32105192784930103
Quest Diagnostics,0.03921460068670659,0.12492464822335543,0.09556873800744431,0.26122104269340046,0.27044610001122704
Ralph Lauren Corporation,0.050193599258251835,0.23011866744791856,0.15584621270698132,0.5237463897512988,0.19452738439378217
Raymond James,0.08567455998654736,0.1872288181753129,0.2137339613070654,0.42615375244050746,0.4285950420943397
RTX Corporation,0.03957477982199666,0.1429817292709149,0.10115371286471153,0.28924147173347065,0.23881067334046327
Realty Income,0.030503455018433476,0.12930233939686261,0.07865173485172555,0.26660105649041266,0.19391944767564062
Regency Centers,0.02999939936057683,0.15414800747334578,0.0846536471763221,0.32870884636951986,0.15939344908755754
Regeneron,0.1760133376784791,0.3133326412877134,0.4811569336948895,0.8633180540950993,0.5444186095581945
Regions Financial Corporation,0.06483323294160236,0.252261672173516,0.197487758447267,0.5902642265304613,0.23548569883940262
Republic Services,0.07298223578522144,0.09729805237304229,0.16075511049724278,0.2108203334491398,0.6942895295251793
ResMed,0.08262686130007851,0.16842841224045618,0.200441023656815,0.3657048007569849,0.4583409859046937
Revvity,0.07082327008448615,0.1726303917365164,0.1764552951799692,0.38211864152451575,0.3788096212216828
Rockwell Automation,0.0763729423117528,0.18562573490514903,0.19302587428294193,0.40710625572789566,0.3821869072657299
"Rollins, Inc.",0.09717490825823662,0.1348833454529943,0.22198114805485722,0.30774761625090624,0.6801854681961722
Roper Technologies,0.08997402985911128,0.1140076760174954,0.2010374580436226,0.25158761539139973,0.7415712347887132
Ross Stores,0.10470921865427113,0.1827658522473996,0.2537763625306326,0.40783243843122,0.5432087047664454
Royal Caribbean Group,0.10821172868861553,0.3171394247857904,0.3286821904202086,0.7576266969793587,0.3240925090868586
S&P Global,0.10686841333172527,0.14740523867099248,0.24687984045910155,0.32513957424304896,0.6881654781531289
Salesforce,0.11807761788238401,0.2039207963079343,0.2916694840273515,0.4706640532238598,0.552412520657538
SBA Communications,0.07776171859450873,0.16072692894607862,0.18739615786780342,0.3472755517865301,0.45003349649858304
Schlumberger,0.018953304694948384,0.23867162853975601,0.09521386453168533,0.5267178004799822,0.056663994787591605
Seagate Technology,0.10612883259300189,0.3300126841084139,0.33239854865652574,0.8799868633746536,0.30513862243093354
Sempra Energy,0.044811235756699125,0.10557895518372053,0.10277427994877318,0.22087108864656882,0.3730101222231633
ServiceNow,0.17027150006455194,0.2215350429450243,0.4185962706867913,0.5201392391671272,0.7440912331239317
Sherwin-Williams,0.10867752309225902,0.1559620012197261,0.25348311314089306,0.35130252605355994,0.6620093709067802
Simon Property Group,0.04872645928959214,0.21421786726735864,0.1457034959844528,0.4595870874340357,0.2021177927989011
Skyworks Solutions,0.1085211684062399,0.29844709633865363,0.31786464619317223,0.7224780763581728,0.3454278928880375
J.M. Smucker Company (The),0.03057015870997221,0.11065033019172191,0.07431488310845497,0.22564432889714905,0.2272107266827427
Smurfit WestRock,,,,,
Snap-on,0.07820805389877795,0.14777129687862736,0.18436278473841228,0.32614423979799795,0.49250997085807224
Solventum,,,,,
Southern Company,0.03299472238894293,0.09358113894556051,0.07583304799951245,0.1913139467933733,0.29456262148671986
Southwest Airlines,0.059304603958682305,0.24667797598691324,0.18295904934896665,0.558365698893567,0.21840371830404046
Stanley Black & Decker,0.033039643396843066,0.18236630602359408,0.10041896368638605,0.3860108035728022,0.15140092059464785
Starbucks,0.08547406673920935,0.17369602101120285,0.2084157201229313,0.3777303464802402,0.4608329511164856
State Street Corporation,0.03769449962355958,0.1895871046283862,0.1127429740857121,0.40150013810223556,0.17018711745916373
Steel Dynamics,0.10605855451027053,0.25151119591763166,0.28660550788052835,0.5853129204118082,0.40009883998881846
Steris,0.07890621174448223,0.12158616016330773,0.17881762495043022,0.2599996343723993,0.6043203837210287
Stryker Corporation,0.07626767931266425,0.13383238152628574,0.176258155653293,0.2840762996371518,0.5293073449442082
Supermicro,0.25034832173476956,0.5825832814120283,0.9026781660343918,2.387025971513314,0.420401876898569
Synchrony Financial,0.0576054852430495,0.2617546638817679,0.18701611469487206,0.5940749950205806,0.1993327174762066
Synopsys,0.13168146011802942,0.1442401228784856,0.30150225306581624,0.342392489042638,0.8752921227401087
Sysco,0.04389831645229964,0.13512931036013312,0.10797845868037949,0.28842810191817275,0.28468360839221335
T-Mobile US,0.1134058948792909,0.21358305145020517,0.2852774983788182,0.474285802255773,0.5055489064638585
T. Rowe Price,0.04293154060810227,0.1715616169854154,0.11713125818500963,0.36096381542899747,0.21859390513826135
Take-Two Interactive,0.12727819302286694,0.23886734405913704,0.32779758718941665,0.5589810384776089,0.5101114877104123
"Tapestry, Inc.",0.04902670484826386,0.3484458730095032,0.22183719778263183,1.0327521705436815,0.12511982906352048
Targa Resources,0.12088756741207655,0.36535688503287306,0.3898341420218739,0.8895742606373955,0.3160152589495132
Target Corporation,0.05819438944996663,0.2020265002015124,0.16057852349403615,0.4477863957789454,0.2611794621889212
TE Connectivity,0.07377847471653817,0.16281032003770088,0.17949991245274183,0.36125669051589876,0.4198091246383236
Teledyne Technologies,0.09526069936771271,0.14075431237612646,0.21940216998312928,0.3104492200260115,0.6382147805762256
Teleflex,0.05872908302813118,0.14916192573701284,0.14315025556098115,0.31208719817105635,0.35732889599909323
Teradyne,0.11335024723461966,0.23276180549137893,0.29371150059287765,0.5504167309157675,0.46365437932294784
"Tesla, Inc.",0.33304689904222223,0.7547049550401862,1.3464266699852097,3.448573958000025,0.43410034620132015
Texas Instruments,0.08313269767797068,0.1466052490805273,0.1946634580320685,0.3200991004850631,0.5300184092035073
Textron,0.07583703112001,0.21938071591220384,0.20553959750945008,0.4938313423029086,0.32093893963205755
Thermo Fisher Scientific,0.09877798695794372,0.1386900328253168,0.22654254700862955,0.31021702631415876,0.6730748293649402
TJX Companies,0.09172579160065726,0.13376379207735303,0.2097528930858488,0.2954271939931166,0.645141510128002
Tractor Supply,0.12537448586000843,0.20502605658420955,0.30849152265575924,0.47790650382326455,0.5850245138540141
Trane Technologies,0.11556856069423144,0.19346514081557162,0.28191138327301474,0.4319245464372586,0.5692981353152428
TransDigm Group,0.13348597347761096,0.17373176244065955,0.31496463668193236,0.39328928274822456,0.7370946734160073
Travelers Companies (The),0.05974998738048201,0.12079326988110844,0.1376569210482342,0.257070955774733,0.4497003074303886
Trimble Inc.,0.07612990254263552,0.23105148988641386,0.21142525207224555,0.5348002334823869,0.30599536838289465
Truist,0.024781774320585065,0.18287898534498442,0.08361294455834078,0.38084341818376555,0.10582165853912953
Tyler Technologies,0.13872111745267324,0.19164186089004168,0.33340199381732577,0.42955021038363,0.6955260194938645
Tyson Foods,0.06354918105927676,0.2048924457579898,0.17310589571105028,0.45187658539933573,0.28366084491226157
U.S. Bank,0.03128573544878762,0.1599580186659736,0.08912959576031565,0.3324459733473033,0.1616456548099404
Uber,0.128667838964804,0.3539266814194816,0.39904912040722895,0.8460146761317401,0.3482038191952905
"UDR, Inc.",0.0354610911981173,0.13162419513719664,0.08949969777396316,0.27195883893854367,0.22816378392580747
Ulta Beauty,0.13977235915308112,0.24151212186083632,0.3573926308549775,0.5705961259576982,0.5562583829687291
Union Pacific Corporation,0.07941862734547014,0.1344003817693149,0.1832029243437782,0.2873646785246227,0.5505148839014466
United Airlines Holdings,0.07512343692339259,0.27605504697786115,0.232075229806622,0.6076064308475541,0.25246493736285947
United Parcel Service,0.04128015375623265,0.15736330726091324,0.10902056194500286,0.3808839489808376,0.22782272183289232
United Rentals,0.21966571241423188,0.3926571007524505,0.6417204213063393,1.1554551477317776,0.5456070836978725
UnitedHealth Group,0.10977855707378643,0.12017911196693888,0.24604737781817265,0.268529128592681,0.8682818385533349
Universal Health Services,0.07665488568505391,0.19409294872419094,0.19684715571786857,0.4202816939751041,0.36696680314152486
Valero Energy,0.11202446018382531,0.25883508704744923,0.30357504489134957,0.6038678029445025,0.4118268686843789
Ventas,0.015013941802356516,0.18821491584210864,0.06566813258770261,0.39390341378261157,0.05092436473510624
Veralto,0.29051361808669357,0.07925035175330528,0.6716199808537512,0.2024983445202305,3.597263545210422
Verisign,0.08238935811069849,0.14608620389674337,0.19290186270333823,0.31529342593317716,0.5268132053432629
Verisk,0.08627941557865584,0.1204846931746822,0.19451542231359611,0.2637164333523421,0.6710412473890872
Verizon,0.01962924496641226,0.1081108265010896,0.05132844071093529,0.2231291918427446,0.13134695799262525
Vertex Pharmaceuticals,0.12217814762523171,0.27651928660275266,0.33572507450533867,0.697300581876456,0.4222089977164141
Viatris,6.332154449156434e-05,0.19571423051760953,0.03841986839903807,0.3989289359476663,-0.027416990684544448
Vici Properties,0.04628907228595868,0.1692639330278749,0.12335226533371607,0.3931098762214863,0.24139729460146778
Visa Inc.,0.10213465708070482,0.11432303109782171,0.22776685948819836,0.24961607789281454,0.8458963987626618
Vistra,0.1428494783179809,0.3282640358259375,0.41380341992313424,1.047164471306379,0.41862722242110784
Vulcan Materials Company,0.07704081944757599,0.18454341321726409,0.19406356136907188,0.40274790700262453,0.3880474595093869
W. R. Berkley Corporation,0.07872409358324507,0.12046404281118914,0.1781531494096478,0.2597560861494943,0.6084377968179192
W. W. Grainger,0.0957466486449467,0.17745766264251145,0.23214302911847426,0.40682300735043825,0.5089519974545453
Wabtec,0.08807177986399539,0.17744534000277343,0.21537813713390613,0.3790809625805725,0.46573532493599473
Walgreens Boots Alliance,-0.0026815035834277636,0.20220820450087137,0.035520771324906115,0.4249751491657062,-0.04011073825057608
Walmart,0.0513492500629709,0.10988782093536191,0.11740716189546281,0.2303944127740783,0.4178810071277715
Walt Disney Company (The),0.057709276375934745,0.17822957335324668,0.15050570553002407,0.38360073185527654,0.29332988130365595
Warner Bros. Discovery,0.008505420044282985,0.2833209145674967,0.09733120904154934,0.7986521862789483,0.010857663895209821
Waste Management,0.07230686619908074,0.10697773941492798,0.16128301370410228,0.23007007100350094,0.6251548199224968
Waters Corporation,0.06950429271160459,0.15349670850030608,0.16739400463156937,0.33734088380972255,0.4174361558511932
WEC Energy Group,0.04694638953990658,0.09637606213561349,0.10538245964232892,0.2018434556920617,0.43078303720337674
Wells Fargo,0.04427518423602929,0.20564512963037462,0.13278861316463678,0.4695407166276962,0.18889806690985173
Welltower,0.04377285812696415,0.16716683585652156,0.11739862297297972,0.33417075894795584,0.2293734947549564
West Pharmaceutical Services,0.12907378488197851,0.2153447535451592,0.3211678525263382,0.5145323691069191,0.5741703295159396
Western Digital,0.06482191705452474,0.30652190592183376,0.2277748076360415,0.6959833575618033,0.19376331390241597
Weyerhaeuser,0.017060997080180485,0.21864185372587702,0.08220380502707053,0.43850260222366166,0.053200154053478804
Williams Companies,0.05923668495570511,0.2415191604474799,0.18029735381703874,0.5359770415753884,0.22278757543122665
Willis Towers Watson,0.049027590604197466,0.11378873401678943,0.11340309803607028,0.24560709699544495,0.3831519368019238
Wynn Resorts,0.053781274637721185,0.30521696243372387,0.203586008607783,0.6832250684494141,0.1584186457815067
Xcel Energy,0.03892563813829654,0.0928307256559495,0.08798158673952373,0.19168144779370944,0.36083334609508255
Xylem Inc.,0.08320985340151854,0.17757649734567788,0.20486677738817546,0.39285487271392155,0.438011999249438
Yum! Brands,0.06612175312248615,0.12487716853817177,0.1522054870524738,0.2633848072142376,0.4860178770349709
Zebra Technologies,0.11728570145793135,0.25438358197847155,0.31302003448156046,0.5812243735998486,0.43971581738310495
Zimmer Biomet,0.037857448902980775,0.14828738887062545,0.09913101177121163,0.3113579189109265,0.21868503026813293
Zoetis,0.09038206361059212,0.14765416608839646,0.2107268953581082,0.3240741694191605,0.5753501515176183
